Entity,Code,Year,Geo Biomass Other - TWh (zero filled),Biofuels Consumption - TWh - Total (zero filled),Solar Consumption - TWh (zero filled),Wind Consumption - TWh (zero filled),Hydro Consumption - TWh (zero filled),Nuclear Consumption - TWh (zero filled),Gas Consumption - TWh (zero filled),Coal Consumption - TWh (zero filled),Oil Consumption - TWh (zero filled)
Canada,CAN,2013,11.03561,21.472773,4.085374,30.37599,1067.7883,268.6448,1054.407,239.33694,1283.074
Canada,CAN,2014,9.795245,22.155497,5.743832,34.7227,1036.2336,276.9514,1098.4153,227.59917,1281.88
Canada,CAN,2015,9.987179,20.805143,7.7960243,72.61974,1029.2358,261.2613,1103.3245,228.95917,1285.0431
Canada,CAN,2016,11.359523,20.058672,10.794679,82.80912,1031.8171,258.746,1049.8925,213.09778,1281.8102
Canada,CAN,2017,10.850481,23.655489,9.510756,83.86688,1050.1116,256.89523,1099.0487,221.60472,1270.6674
Canada,CAN,2018,10.541605,24.432734,10.045746,87.691216,1020.97015,253.962,1156.2998,181.7225,1315.245
Canada,CAN,2019,10.307284,25.098215,10.754234,86.6591,1006.33606,254.19629,1172.9263,170.1786,1304.9493
Canada,CAN,2020,9.385263,22.70095,11.241582,93.605995,1015.1783,245.74896,1132.635,145.98361,1142.5134
Canada,CAN,2021,9.695907,24.1284,13.506599,91.88993,996.5517,230.90776,1191.679,133.30167,1158.2396
Central America (BP),,1965,0,0,0,0,4.0096774,0,0,0.003638889,41.381695
Central America (BP),,1966,0,0,0,0,4.414785,0,0,0.018222222,41.064636
Central America (BP),,1967,0,0,0,0,4.985484,0,0,0.02563889,42.675953
Central America (BP),,1968,0,0,0,0,5.514785,0,0,0.018805556,44.016434
Central America (BP),,1969,0,0,0,0,6.1061826,0.14471333,0,0.033385,45.739628
Central America (BP),,1970,0,0,0,0,6.921425,0.12768805,0,0.011111111,47.50745
Central America (BP),,1971,0.107,0,0,0,6.8747044,0.11917555,0,0.018444445,49.296165
Central America (BP),,1972,0.141,0,0,0,7.3182526,0.20713861,0,0.080525555,52.13576
Central America (BP),,1973,0.117,0,0,0,7.796989,0.13052556,0,0.11541889,57.424416
Central America (BP),,1974,0.156,0,0,0,8.680242,0.07377528,0,0.048084445,60.835712
Central America (BP),,1975,0.338,0,0,0,8.14207,0.070937775,0,0.012722222,68.04669
Central America (BP),,1976,0.724,0,0,0,8.638253,0.051075276,0,0.007638889,71.200035
Central America (BP),,1977,0.699,0,0,0,8.65629,0,0,0.015666667,76.02005
Central America (BP),,1978,0.752,0,0,0,11.78035,0,0,0.016166667,77.03073
Central America (BP),,1979,0.642,0,0,0,14.356774,0,0,0.024416666,77.79675
Central America (BP),,1980,0.68210524,0,0,0,16.430511,0,0,0.179445,72.59109
Central America (BP),,1981,1.1091052,0,0,0,17.06242,0,0,0.1756536,70.20515
Central America (BP),,1982,1.1981052,0,0,0,16.506802,0,0,0.039885,70.169014
Central America (BP),,1983,1.0261053,0,0,0,18.320618,0,0,0.032052223,69.11782
Central America (BP),,1984,1.2371053,0,0,0,20.608736,0,0,0.008805555,70.4262
Central America (BP),,1985,0.93699,0,0,0,23.594763,0,0,0.26255694,71.68649
Central America (BP),,1986,0.86075,0,0,0,27.569519,0,0,0.2724889,71.5973
Central America (BP),,1987,0.910516,0,0,0,28.63541,0,0,0.29319027,76.950554
Central America (BP),,1988,0.883962,0,0,0,30.499277,0,0,0.1507236,74.60748
Central America (BP),,1989,1.171867,0,0,0,32.923695,0,0,0.39501777,77.98298
Central America (BP),,1990,1.2207556,0,0,0,34.42682,0,0,0.28023055,80.506874
Central America (BP),,1991,1.3350639,0,0,0,33.494614,0,0,0.39418444,87.79552
Central America (BP),,1992,1.8216531,0,0,0,31.896435,0,0,0.3629,99.84211
Central America (BP),,1993,1.72201,0,0,0,35.55351,0,0,0.46846917,106.56006
Central America (BP),,1994,1.6930572,0,0,0,34.347446,0,0,0.47405165,116.62919
Central America (BP),,1995,1.7508389,0,0,0,33.893566,0,0,0.37101054,129.19746
Central America (BP),,1996,1.7394253,0,0,0.06679945,39.10858,0,0,0.9296408,126.179016
Central America (BP),,1997,1.8508323,0,0,0.22388083,37.74799,0,0,0.50070804,136.79306
Central America (BP),,1998,1.6143209,0,0,0.1898636,37.994576,0,0,0.5190764,156.8219
Central America (BP),,1999,2.4137015,0,0,0.29468194,44.341076,0,0,1.0279958,154.67802
Central America (BP),,2000,2.8056178,0,0,0.5174114,45.4355,0,0,3.0297291,159.42989
Central America (BP),,2001,3.053275,0,0,0.5271103,40.281647,0,0,3.2164087,170.77931
Central America (BP),,2002,3.326333,0,0,0.74230164,42.211235,0,0,3.9263513,170.35345
Central America (BP),,2003,3.5462368,0,0,0.66767776,43.7683,0,0,4.1006107,177.98372
Central America (BP),,2004,3.7201746,0,0,0.73607194,46.20883,0,0,4.3470693,181.87538
Central America (BP),,2005,4.018037,0,0.0015583333,0.5793061,49.153038,0,0,3.5734892,180.30638
Central America (BP),,2006,4.3257513,0,0.0018416666,0.77441275,51.17575,0,0,3.8185322,190.83191
Central America (BP),,2007,4.7871113,0,0.0018583334,0.67975086,50.70337,0,0,4.1507273,201.86307
Central America (BP),,2008,4.950512,0,0.0018555556,0.5566083,56.379852,0,0,4.3453126,202.57097
Central America (BP),,2009,5.332244,0,0.00205,1.1768113,52.632275,0,0,3.3785641,200.55675
Central America (BP),,2010,5.8775225,0,0.0028333333,1.4484992,59.10773,0,0,4.301831,202.77202
Central America (BP),,2011,5.9415684,0,0.0034444444,2.0462518,57.865494,0,0,6.4521413,214.97868
Central America (BP),,2012,6.6694965,0,0.005611111,3.0963483,61.517506,0,0,8.4232435,217.11224
Central America (BP),,2013,7.228454,0,0.008277778,3.6765313,59.637074,0,0,10.958167,216.86687
Central America (BP),,2014,7.673359,0,0.034996945,5.6727257,58.350826,0,0,11.69283,224.2641
Central America (BP),,2015,7.8309464,0,1.6027019,8.443358,60.567398,0,0,14.802631,243.65219
Central America (BP),,2016,8.585856,0,3.1510472,8.832809,61.266994,0,0,16.214334,252.41
Central America (BP),,2017,8.263187,0,3.886571,8.54161,72.46552,0,0,11.502383,256.52484
Central America (BP),,2018,8.962807,0,4.7606063,11.735255,71.299225,0,1.8176506,14.452818,241.97342
Central America (BP),,2019,10.071673,0,5.851463,11.5987425,56.89459,0,4.792799,19.669947,260.0822
Central America (BP),,2020,9.697705,0,6.7891154,9.750447,70.731865,0,3.554876,18.204687,218.00719
Central America (BP),,2021,10.043114,0,7.9131064,10.636664,78.16382,0,2.8053887,24.153725,246.11107
Chile,CHL,1965,0,0,0,0,11.691936,0,6.1778,13.54895,41.606358
Chile,CHL,1966,0,0,0,0,12.324731,0,6.4515,13.956,45.548286
Chile,CHL,1967,0,0,0,0,12.581989,0,5.718375,13.956,47.550488
Chile,CHL,1968,0,0,0,0,10.541667,0,4.8875,13.956,50.105522
Chile,CHL,1969,0,0,0,0,11.898925,0,6.43195,13.956,53.354343
Chile,CHL,1970,0,0,0,0,12.735753,0,6.422175,14.92129,56.322186
Chile,CHL,1971,0.066,0,0,0,14.220161,0,6.54925,14.40957,62.38954
Chile,CHL,1972,0.057,0,0,0,16.943548,0,5.96275,11.90912,66.091324
Chile,CHL,1973,0.051,0,0,0,16.544355,0,4.682225,12.93256,62.904873
Chile,CHL,1974,0.046,0,0,0,18.81828,0,4.877725,12.25802,60.21715
Chile,CHL,1975,0.051,0,0,0,18.889248,0,5.53265,9.79246,52.48442
Chile,CHL,1976,0.073,0,0,0,19.513172,0,6.04095,9.8855,55.64113
Chile,CHL,1977,0.08,0,0,0,20.607258,0,6.2169,10.64145,57.003143
Chile,CHL,1978,0.091,0,0,0,21.44113,0,5.80635,10.37396,62.35713
Chile,CHL,1979,0.094,0,0,0,22.023655,0,6.871825,11.47881,62.935627
Chile,CHL,1980,0.105,0,0,0,23.274462,0,7.038,12.6767,63.69678
Chile,CHL,1981,0.11,0,0,0,24.099463,0,6.930475,12.65344,65.792305
Chile,CHL,1982,0.137,0,0,0,26.358603,0,7.17485,8.43175,58.373783
Chile,CHL,1983,0.208,0,0,0,28.425537,0,7.7418,10.10647,56.699333
Chile,CHL,1984,0.201,0,0,0,29.495968,0,7.91775,13.63036,56.72722
Chile,CHL,1985,0.195,0,0,0,32.73387,0,7.907975,13.64199,55.194527
Chile,CHL,1986,0.28,0,0,0,34.981182,0,7.2335,12.95582,59.04986
Chile,CHL,1987,0.271,0,0,0,37.917473,0,7.01845,13.35124,61.685284
Chile,CHL,1988,0.327,0,0,0,37.13387,0,9.862975,18.608,67.96125
Chile,CHL,1989,0.321,0,0,0,31.175537,0,15.38585,25.14406,75.170395
Chile,CHL,1990,0.963,0,0,0,26.439707,0,16.51975,30.291498,79.35556
Chile,CHL,1991,1.033,0,0,0,38.841988,0,19.455828,24.885874,88.48296
Chile,CHL,1992,1.743,0,0,0,49.500443,0,21.762056,21.517826,95.84964
Chile,CHL,1993,1.75,0,0,0,50.911434,0,22.534037,21.70972,104.48654
Chile,CHL,1994,1.786,0,0,0,50.225857,0,21.734144,25.605772,112.2142
Chile,CHL,1995,1.879,0,0,0,54.44923,0,20.827003,27.604967,123.3562
Chile,CHL,1996,1.738,0,0,0,49.894665,0,21.1666,38.25277,130.98291
Chile,CHL,1997,1.743,0,0,0,56.014687,0,28.79937,49.797684,140.88295
Chile,CHL,1998,1.161,0,0,0,47.126293,0,39.77111,46.853783,144.0185
Chile,CHL,1999,1.45,0,0,0,40.14704,0,54.32838,48.350563,145.66054
Chile,CHL,2000,1.375,0,0,0,56.422314,0,70.14053,37.3637,142.36902
Chile,CHL,2001,1.683,0,0,0.020555556,63.691246,0,79.50152,29.314577,135.44453
Chile,CHL,2002,1.781,0,0,0.020444445,67.679016,0,80.17722,29.547178,141.35428
Chile,CHL,2003,1.695,0,0,0.020305555,65.551506,0,86.73887,28.250433,136.51785
Chile,CHL,2004,2.031,0,0,0.014416667,60.426334,0,94.150185,32.723408,144.74242
Chile,CHL,2005,1.79,0,0,0.020055555,73.23324,0,91.077576,32.070107,150.17802
Chile,CHL,2006,1.431,0,0,0.019916667,80.28324,0,84.2835,40.038475,166.89793
Chile,CHL,2007,2.696,0,0,0.031669445,63.154514,0,49.681034,47.521572,214.7955
Chile,CHL,2008,3.5882213,0,0,0.10712834,68.18928,0,27.651487,50.81752,223.08217
Chile,CHL,2009,3.391682,0,0,0.22066389,70.318565,0,27.949217,46.457577,217.85313
Chile,CHL,2010,3.4124773,0,0,0.90296805,60.395138,0,57.397537,52.229168,192.92307
Chile,CHL,2011,4.314426,0,0,0.9313097,56.58002,0,58.365154,66.98647,210.64671
Chile,CHL,2012,5.9831734,0,0.00093333336,1.119772,55.28297,0,53.008377,78.09894,210.62727
Chile,CHL,2013,6.896006,0,0.018416667,1.4855586,54.255466,0,53.12584,87.787895,203.24889
Chile,CHL,2014,4.989873,0,1.2426983,3.909554,62.431374,0,43.98931,88.5578,197.50784
Chile,CHL,2015,5.5661297,0,3.6627126,5.694689,63.612064,0,48.242855,85.05484,199.42493
Chile,CHL,2016,6.722216,0,6.827152,6.5636663,52.71282,0,59.16301,86.26053,211.35
Chile,CHL,2017,7.4493103,0,10.36825,9.648666,56.75396,0,56.14597,89.68967,202.25851
Chile,CHL,2018,9.157252,0,13.542739,9.492591,61.822098,0,56.36669,86.561676,211.21642
Chile,CHL,2019,9.54655,0,16.607224,12.903668,56.51611,0,65.13059,87.08458,213.37148
Chile,CHL,2020,8.741824,0,19.998781,14.713267,57.04545,0,62.354355,73.14578,194.95886
Chile,CHL,2021,8.4537115,0,27.727163,24.81069,43.26152,0,62.7245,73.52078,203.36606
China,CHN,1965,0,0,0,0,65.34059,0,11.086529,1330.7046,129.06253
China,CHN,1966,0,0,0,0,66.490585,0,13.505408,1423.512,165.79991
China,CHN,1967,0,0,0,0,57.316765,0,14.714848,1265.344,163.69284
China,CHN,1968,0,0,0,0,67.62751,0,14.110127,1255.9237,179.03458
China,CHN,1969,0,0,0,0,68.777504,0,19.754179,1516.6101,240.04433
China,CHN,1970,0,0,0,0,71.07749,0,28.925762,1929.6497,332.04556
China,CHN,1971,0,0,0,0,85.97515,0,37.6942,2224.8772,451.57767
China,CHN,1972,0,0,0,0,97.43589,0,48.780727,2352.9233,519.6965
China,CHN,1973,0,0,0,0,108.89663,0,60.270405,2383.743,633.9831
China,CHN,1974,0,0,0,0,123.23235,0,75.892334,2358.564,729.073
China,CHN,1975,0,0,0,0,128.95619,0,89.19617,2658.211,804.07825
China,CHN,1976,0,0,0,0,130.68118,0,101.794495,2723.1646,919.1864
China,CHN,1977,0,0,0,0,136.41809,0,122.15339,2995.539,971.0417
China,CHN,1978,0,0,0,0,127.81927,0,138.38004,3289.1965,1076.6368
China,CHN,1979,0,0,0,0,143.57942,0,146.2414,3402.7053,1079.2996
China,CHN,1980,0,0,0,0,172.1594,0,143.82251,3539.0193,972.5329
China,CHN,1981,0,0,0,0,193.72179,0,128.40216,3520.195,921.5308
China,CHN,1982,0,0,0,0,220.04097,0,120.23845,3724.838,911.753
China,CHN,1983,0,0,0,0,255.53398,0,123.06047,3989.0046,930.09924
China,CHN,1984,0,0,0,0,256.7101,0,125.27778,4338.2666,964.89026
China,CHN,1985,0,0,0,0,273.18903,0,130.31711,4736.2646,1010.60034
China,CHN,1986,0,0,0,0,279.5793,0,138.6824,4951.424,1074.4205
China,CHN,1987,0,0,0,0,295.77072,0,139.99263,5372.2417,1142.2338
China,CHN,1988,0,0,0,0,322.80865,0,143.72173,5771.2236,1229.3582
China,CHN,1989,0,0,0,0,350.1341,0,151.6738,6046.902,1287.7268
China,CHN,1990,0.064,0,0.0059166667,0.0059722224,374.78058,0,154.18338,6134.517,1274.5724
China,CHN,1991,0.064,0,0.0059166667,0.026888888,368.7039,0,156.11848,6433.4277,1379.1438
China,CHN,1992,0.113,0,0.0088611115,0.3882914,386.43732,0,159.14209,6731.497,1495.912
China,CHN,1993,0.117,0,0.011833333,0.6272403,449.00748,4.551374,168.96878,7170.357,1663.7761
China,CHN,1994,0.46,0,0.014777778,1.1350061,495.08566,41.87037,176.97124,7641.6675,1690.6385
China,CHN,1995,3.014,0,0.020694444,1.8219833,563.543,36.41383,178.79547,7736.8506,1825.6307
China,CHN,1996,1.533,0,0.02661111,0.2777778,555.82526,40.684288,187.36234,8095.3896,2023.0287
China,CHN,1997,2.722,0,0.032526944,0.5854242,579.51074,40.91129,197.98524,7931.9126,2221.5457
China,CHN,1998,2.48,0,0.041397776,1.0513738,588.1156,40.00896,204.16347,7871.717,2287.5906
China,CHN,1999,2.52,0,0.05026889,1.4008363,581.285,42.41801,216.63078,8099.0327,2437.2449
China,CHN,2000,2.537,0,0.06505389,1.744325,657.664,47.491486,246.95747,8211.406,2626.896
China,CHN,2001,2.554,0,0.09107139,2.1128333,815.0305,49.25513,276.45773,8635.755,2683.2493
China,CHN,2002,2.546,1.7154181,0.14010416,2.4441552,840.5368,70.37826,294.13568,9467.458,2895.598
China,CHN,2003,2.536,4.734554,0.18560806,2.8913357,822.7072,120.61851,341.74728,11283.059,3234.7625
China,CHN,2004,2.528,5.9704113,0.21900555,3.6821108,1018.7908,139.55797,399.8397,13155.279,3777.7722
China,CHN,2005,5.322,8.375287,0.24052666,5.5723763,1136.8239,145.87097,469.75107,15405.105,3838.487
China,CHN,2006,7.133,12.102545,0.27031332,10.561625,1239.9875,149.74547,577.8376,16918.38,4116.769
China,CHN,2007,9.863,13.065048,0.3223489,15.493363,1372.1427,168.58191,710.779,18423.912,4313.5674
China,CHN,2008,14.866,16.717094,0.42712888,36.81176,1789.8947,184.42581,819.32904,18715.92,4408.092
China,CHN,2009,20.85932,19.88861,0.77916664,77.120735,1719.3164,187.72627,902.2403,19605.02,4580.2983
China,CHN,2010,24.90023,19.796558,1.9456809,137.11253,1974.5,199.07062,1088.7406,20339.113,5214.49
China,CHN,2011,27.632,21.9008,7.2000885,204.4163,1898.0785,230.8353,1351.6287,22140.643,5390.734
China,CHN,2012,30.133,25.84364,9.855914,282.55618,2365.7258,258.69046,1508.7759,22418.488,5654.3
China,CHN,2013,37.133,35.383877,22.82234,376.8275,2479.0735,291.60797,1718.7854,22897.412,5907.4697
China,CHN,2014,46.26822,37.39818,63.696743,432.8128,2870.8086,346.31763,1883.6313,22911.172,6142.5166
China,CHN,2015,54.07029,26.169725,106.32008,499.7926,3001.3591,442.86957,1946.8953,22477.205,6609.8955
China,CHN,2016,62.134766,28.38226,178.09782,644.7926,3087.3406,547.6287,2094.411,22273.848,6823.578
China,CHN,2017,79.59891,26.255136,313.5,810.629,3100.5762,633.5887,2412.522,22377.885,7183.172
China,CHN,2018,93.72523,34.03591,468.02914,967.807,3171.928,748.9546,2839.26,22514.785,7534.662
China,CHN,2019,112.72523,30.524982,590.4578,1068.3596,3354.375,882.02563,3083.7686,22694.043,7915.1777
China,CHN,2020,135.625,23.868874,685.7241,1225.164,3471.1902,922.8887,3366.1726,22882.256,7984.4526
China,CHN,2021,169.93158,29.901436,855.6534,1715.4934,3401.68,1023.2132,3786.944,23936.06,8499.583
Colombia,COL,1965,0,0,0,0,10.479421,0,8.95125,23.42282,46.04399
Colombia,COL,1966,0,0,0,0,11.642315,0,9.33625,23.42282,52.47749
Colombia,COL,1967,0,0,0,0,12.978976,0,11.55,25.7023,52.93937
Colombia,COL,1968,0,0,0,0,14.462669,0,11.771375,23.41119,59.09286
Colombia,COL,1969,0,0,0,0,16.080029,0,12.854188,24.99287,56.77012
Colombia,COL,1970,0,0,0,0,17.897888,0,12.49325,26.08609,64.31149
Colombia,COL,1971,0,0,0,0,18.99395,0,13.0045,20.286291,66.51805
Colombia,COL,1972,0,0,0,0,21.03904,0,15.88525,21.07748,75.42734
Colombia,COL,1973,0,0,0,0,22.897,0,16.46,21.465328,72.52904
Colombia,COL,1974,0,0,0,0,25.998053,0,17.12575,25.95738,80.37146
Colombia,COL,1975,0.189,0,0,0,28.778307,0,16.14225,26.384573,80.83759
Colombia,COL,1976,0.202,0,0,0,30.239414,0,17.2045,25.805708,85.24423
Colombia,COL,1977,0.192,0,0,0,30.905895,0,19.25475,26.454634,85.51661
Colombia,COL,1978,0.206,0,0,0,35.695118,0,23.85075,26.73881,87.30357
Colombia,COL,1979,0.216,0,0,0,39.207607,0,25.7215,26.971994,92.58892
Colombia,COL,1980,0.227,0,0,0,42.719685,0,28.3715,28.287111,88.41679
Colombia,COL,1981,0.212,0,0,0,42.182457,0,30.6345,28.820011,90.58166
Colombia,COL,1982,0.231,0,0,0,45.06019,0,33.03125,30.008259,92.93464
Colombia,COL,1983,0.234,0,0,0,45.436436,0,36.55975,33.074528,96.128204
Colombia,COL,1984,0.255,0,0,0,50.683445,0,36.30575,34.43384,95.60486
Colombia,COL,1985,0.267,0,0,0,54.529163,0,36.43225,35.51473,99.25514
Colombia,COL,1986,0.266,0,0,0,63.08131,0,37.07075,35.068428,98.311066
Colombia,COL,1987,0.268,0,0,0,68.74278,0,37.63625,44.094284,103.508675
Colombia,COL,1988,0.274,0,0,0,72.5036,0,37.77825,35.17464,108.91468
Colombia,COL,1989,0.274,0,0,0,79.19444,0,36.059,40.753387,111.8609
Colombia,COL,1990,0.274,0,0,0,81.30494,0,37.4195,18.581999,113.58745
Colombia,COL,1991,0.269,0,0,0,81.98572,0,38.5825,23.368856,116.54474
Colombia,COL,1992,0.34,0,0,0,65.883446,0,37.96575,39.08699,128.149
Colombia,COL,1993,0.389,0,0,0,82.37105,0,39.41675,40.98213,136.24191
Colombia,COL,1994,0.444,0,0,0,94.79632,0,38.9965,46.908543,140.64758
Colombia,COL,1995,0.477,0,0,0,94.592316,0,41.4725,41.97691,148.11998
Colombia,COL,1996,0.496,0,0,0,104.34512,0,45.10275,32.54101,152.96593
Colombia,COL,1997,0.483,0,0,0,93.07349,0,56.74,38.5406,156.24843
Colombia,COL,1998,0.532,0,0,0,91.02111,0,65.88625,36.652992,152.11597
Colombia,COL,1999,0.457,0,0,0,99.65248,0,56.909,29.272049,134.94142
Colombia,COL,2000,0.496,0,0.0054166666,0,91.12175,0,57.358074,31.437815,132.17029
Colombia,COL,2001,0.496,0,0.007833334,0,92.930046,0,59.38993,30.95842,123.978004
Colombia,COL,2002,0.491,0,0.013583333,0,99.14708,0,59.986816,25.461409,121.93072
Colombia,COL,2003,0.495,0,0.018583333,0,104.91593,0,57.499798,28.224833,126.77067
Colombia,COL,2004,0.467,0,0.022916667,0.14981723,110.45389,0,61.3482,24.698715,126.76224
Colombia,COL,2005,0.503,0.17084005,0.027305556,0.14168167,112.305626,0,64.46344,15.562342,131.65643
Colombia,COL,2006,0.5197261,1.4390632,0,0.1792075,121.09443,0,67.64682,44.330044,127.921616
Colombia,COL,2007,0.5071364,1.7144213,0,0.14107278,125.099556,0,71.61634,39.03194,126.22361
Colombia,COL,2008,0.50934935,2.5804899,0,0.15151305,129.71477,0,72.751144,51.6421,136.54628
Colombia,COL,2009,1.0032873,4.0731163,0,0.1611614,114.047005,0,83.7932,47.500835,134.38805
Colombia,COL,2010,1.1099824,6.2388873,0,0.10705389,112.570435,0,87.45138,55.90734,141.13202
Colombia,COL,2011,1.3783877,7.1429706,0,0.113855,133.59468,0,85.14971,45.266426,145.1602
Colombia,COL,2012,1.4760586,7.4729733,0,0.15040806,130.46597,0,94.65897,54.560337,157.8019
Colombia,COL,2013,1.3464338,7.566143,0,0.15705167,120.907135,0,104.77255,58.69,155.97566
Colombia,COL,2014,1.728923,7.8326483,0,0.19026083,121.21036,0,113.84062,62.166916,164.31091
Colombia,COL,2015,1.8229002,8.288742,0,0.18413861,120.327126,0,112.117294,57.779972,175.89514
Colombia,COL,2016,1.9938043,8.034231,0,0.13622722,125.25304,0,120.68478,63.547035,180.46985
Colombia,COL,2017,1.9912593,8.44983,0.013305555,0.008166667,152.56572,0,118.30533,48.42814,175.76743
Colombia,COL,2018,2.1187904,9.57521,0.03174861,0.11493028,149.88373,0,127.299385,45.462593,180.77998
Colombia,COL,2019,2.4441278,8.395527,0.34810638,0.16690972,143.49443,0,128.70773,56.53693,190.53104
Colombia,COL,2020,2.820657,7.7561865,0.5010961,0.026583333,130.8873,0,131.22678,47.47986,154.63206
Colombia,COL,2021,2.8208168,9.809894,0.83032835,0.15661389,156.62956,0,126.2663,36.866676,194.74504
Croatia,HRV,1965,0,0,0,0,0,0,0,0,0
Croatia,HRV,1966,0,0,0,0,0,0,0,0,0
Croatia,HRV,1967,0,0,0,0,0,0,0,0,0
Croatia,HRV,1968,0,0,0,0,0,0,0,0,0
Croatia,HRV,1969,0,0,0,0,0,0,0,0,0
Croatia,HRV,1970,0,0,0,0,0,0,0,0,0
Croatia,HRV,1971,0,0,0,0,0,0,0,0,0
Croatia,HRV,1972,0,0,0,0,0,0,0,0,0
Croatia,HRV,1973,0,0,0,0,0,0,0,0,0
Croatia,HRV,1974,0,0,0,0,0,0,0,0,0
Croatia,HRV,1975,0,0,0,0,0,0,0,0,0
Croatia,HRV,1976,0,0,0,0,0,0,0,0,0
Croatia,HRV,1977,0,0,0,0,0,0,0,0,0
Croatia,HRV,1978,0,0,0,0,0,0,0,0,0
Croatia,HRV,1979,0,0,0,0,0,0,0,0,0
Croatia,HRV,1980,0,0,0,0,0,0,0,0,0
Croatia,HRV,1981,0,0,0,0,0,0,0,0,0
Croatia,HRV,1982,0,0,0,0,0,0,0,0,0
Croatia,HRV,1983,0,0,0,0,0,0,0,0,0
Croatia,HRV,1984,0,0,0,0,0,0,0,0,0
Croatia,HRV,1985,0,0,0,0,0,0,0,0,0
Croatia,HRV,1986,0,0,0,0,0,0,0,0,0
Croatia,HRV,1987,0,0,0,0,0,0,0,0,0
Croatia,HRV,1988,0,0,0,0,0,0,0,0,0
Croatia,HRV,1989,0,0,0,0,0,0,0,0,0
Croatia,HRV,1990,0,0,0,0,11.251344,0,25.52275,9.403425,54.275616
Croatia,HRV,1991,0,0,0,0,17.390055,0,23.636,5.287114,38.496254
Croatia,HRV,1992,0.006,0,0,0,12.859946,0,24.5005,4.6473246,38.496254
Croatia,HRV,1993,0.019,0,0,0,13.454301,0,25.8685,3.9496527,40.6735
Croatia,HRV,1994,0.006,0,0,0,16.071238,0,24.339,2.4721892,41.96201
Croatia,HRV,1995,0.005,0,0,0,16.80457,0,22.495,2.0324705,46.489468
Croatia,HRV,1996,0.01,0,0,0,23.250807,0,25.20725,1.6641834,44.09095
Croatia,HRV,1997,0.002,0,0,0,17.307259,0,26.12975,2.829114,47.08819
Croatia,HRV,1998,0.005,0,0,0,17.80699,0,25.118,2.7048588,53.074535
Croatia,HRV,1999,0.002,0,0,0,21.665861,0,25.4675,2.39899,52.55279
Croatia,HRV,2000,0.001,0,0,0,19.081451,0,25.6955,5.0206594,46.74931
Croatia,HRV,2001,0,0,0,0,21.096256,0,26.925,5.5889707,47.907486
Croatia,HRV,2002,0,0,0,0,17.0781,0,27.567,6.793734,50.18211
Croatia,HRV,2003,0,0,0,0,15.828877,0,27.40175,7.555883,55.533672
Croatia,HRV,2004,0.004,0,0,0.00575,21.97836,0,28.418333,8.023572,52.103424
Croatia,HRV,2005,0.014,0,0,0.028634166,20.146978,0,27.48239,7.9511404,53.632507
Croatia,HRV,2006,0.011,0,0,0.054062776,18.828043,0,27.179222,7.381305,54.472057
Croatia,HRV,2007,0.007,0,0,0.098966666,13.289819,0,31.229944,8.01364,55.770203
Croatia,HRV,2008,0.021,0,0,0.11240222,16.244946,0,30.27039,8.246868,52.884552
Croatia,HRV,2009,0.025,0,0.000046111112,0.15080638,20.691204,0,27.949888,5.893177,51.64974
Croatia,HRV,2010,0.033,0,0.000045833334,0.38580555,25.329933,0,30.614166,7.9398127,43.88788
Croatia,HRV,2011,0.055,0,0.000045555556,0.55448943,13.884309,0,29.891666,8.172657,41.734566
Croatia,HRV,2012,0.094,0,0.0054722223,0.9020967,13.262742,0,28.066055,7.3292146,37.400105
Croatia,HRV,2013,0.125,0,0.030780833,1.4090412,23.498552,0,26.537945,7.8520527,35.977524
Croatia,HRV,2014,0.165,0,0.09481833,1.9776413,24.400845,0,23.485712,7.5210743,37.66257
Croatia,HRV,2015,0.266,0,0.15349944,2.1436062,17.210787,0,24.21231,7.0444655,39.127132
Croatia,HRV,2016,0.431,0,0.17668444,2.7145162,18.34574,0,25.243534,7.5709324,39.293175
Croatia,HRV,2017,0.5256,0,0.20944361,3.2041936,14.124532,0,28.99667,4.5628443,42.001553
Croatia,HRV,2018,0.6701,0,0.198165,3.5331042,20.374481,0,26.658367,4.248253,40.695423
Croatia,HRV,2019,0.9703,0,0.21904917,3.8677623,15.357439,0,27.981422,4.8999634,39.723515
Croatia,HRV,2020,1.072,0,0.25081056,4.519056,14.8711,0,29.368093,4.200651,34.046947
Croatia,HRV,2021,1.1852294,0,0.25458556,5.4095087,18.717302,0,28.260244,4.9729533,37.24599
Cyprus,CYP,1965,0,0,0,0,0,0,0,0,4.6802506
Cyprus,CYP,1966,0,0,0,0,0,0,0,0,5.3386326
Cyprus,CYP,1967,0,0,0,0,0,0,0,0,5.787255
Cyprus,CYP,1968,0,0,0,0,0,0,0,0,6.427252
Cyprus,CYP,1969,0,0,0,0,0,0,0,0,7.5897937
Cyprus,CYP,1970,0,0,0,0,0,0,0,0,8.004829
Cyprus,CYP,1971,0,0,0,0,0,0,0,0,9.548514
Cyprus,CYP,1972,0,0,0,0,0,0,0,0,10.737024
Cyprus,CYP,1973,0,0,0,0,0,0,0,0,11.51917
Cyprus,CYP,1974,0,0,0,0,0,0,0,0,10.213084
Cyprus,CYP,1975,0,0,0,0,0,0,0,0,8.53023
Cyprus,CYP,1976,0,0,0,0,0,0,0,0,8.673059
Cyprus,CYP,1977,0,0,0,0,0,0,0,0,9.796984
Cyprus,CYP,1978,0,0,0,0,0,0,0,0,10.044485
