Entity,Code,Year,Fossil fuels per capita (kWh)
Singapore,SGP,2017,172507.27
Singapore,SGP,2018,171960.48
Singapore,SGP,2019,166804.84
Singapore,SGP,2020,161160.48
Singapore,SGP,2021,161037.64
Slovakia,SVK,1965,22977.555
Slovakia,SVK,1966,23699.17
Slovakia,SVK,1967,23853.74
Slovakia,SVK,1968,26374.088
Slovakia,SVK,1969,27661.455
Slovakia,SVK,1970,30051.303
Slovakia,SVK,1971,32376.387
Slovakia,SVK,1972,33756.926
Slovakia,SVK,1973,34828.387
Slovakia,SVK,1974,35616.19
Slovakia,SVK,1975,37287.848
Slovakia,SVK,1976,38173.9
Slovakia,SVK,1977,39747.22
Slovakia,SVK,1978,41511.633
Slovakia,SVK,1979,41336.258
Slovakia,SVK,1980,40118.15
Slovakia,SVK,1981,39300.715
Slovakia,SVK,1982,38299.797
Slovakia,SVK,1983,37928.97
Slovakia,SVK,1984,40499.805
Slovakia,SVK,1985,40179.293
Slovakia,SVK,1986,38527.594
Slovakia,SVK,1987,39332.65
Slovakia,SVK,1988,39507.68
Slovakia,SVK,1989,39537.465
Slovakia,SVK,1990,39655.953
Slovakia,SVK,1991,35009.32
Slovakia,SVK,1992,33320.156
Slovakia,SVK,1993,31404.893
Slovakia,SVK,1994,29637.12
Slovakia,SVK,1995,30442.346
Slovakia,SVK,1996,31126.365
Slovakia,SVK,1997,30542.227
Slovakia,SVK,1998,30640.504
Slovakia,SVK,1999,29926.613
Slovakia,SVK,2000,29348.623
Slovakia,SVK,2001,29952.443
Slovakia,SVK,2002,29812.766
Slovakia,SVK,2003,29721.3
Slovakia,SVK,2004,28822.2
Slovakia,SVK,2005,30373.893
Slovakia,SVK,2006,28691.33
Slovakia,SVK,2007,27490.422
Slovakia,SVK,2008,28240.445
Slovakia,SVK,2009,25864.896
Slovakia,SVK,2010,27511.668
Slovakia,SVK,2011,26118.996
Slovakia,SVK,2012,24453.107
Slovakia,SVK,2013,24807.424
Slovakia,SVK,2014,22412.264
Slovakia,SVK,2015,22944.652
Slovakia,SVK,2016,23170.662
Slovakia,SVK,2017,24957.248
Slovakia,SVK,2018,24868.1
Slovakia,SVK,2019,23096.76
Slovakia,SVK,2020,22211.883
Slovakia,SVK,2021,25023.344
Slovenia,SVN,1990,23861.092
Slovenia,SVN,1991,22459.18
Slovenia,SVN,1992,21840.34
Slovenia,SVN,1993,23326.154
Slovenia,SVN,1994,24013.035
Slovenia,SVN,1995,25775.031
Slovenia,SVN,1996,27311.035
Slovenia,SVN,1997,28419.832
Slovenia,SVN,1998,28020.502
Slovenia,SVN,1999,27613.363
Slovenia,SVN,2000,26989.494
Slovenia,SVN,2001,28243.172
Slovenia,SVN,2002,28378.512
Slovenia,SVN,2003,28529.527
Slovenia,SVN,2004,28996.533
Slovenia,SVN,2005,29308.92
Slovenia,SVN,2006,29907.23
Slovenia,SVN,2007,29796.855
Slovenia,SVN,2008,31571.484
Slovenia,SVN,2009,27855.791
Slovenia,SVN,2010,28090.873
Slovenia,SVN,2011,27333.04
Slovenia,SVN,2012,26399.1
Slovenia,SVN,2013,25231.627
Slovenia,SVN,2014,23073.502
Slovenia,SVN,2015,23079.83
Slovenia,SVN,2016,24588.87
Slovenia,SVN,2017,25020.234
Slovenia,SVN,2018,25150.877
Slovenia,SVN,2019,24055.762
Slovenia,SVN,2020,21470.514
Slovenia,SVN,2021,21412.402
South Africa,ZAF,1965,18456.01
South Africa,ZAF,1966,18005.387
South Africa,ZAF,1967,18180.576
South Africa,ZAF,1968,18604.604
South Africa,ZAF,1969,18579.463
South Africa,ZAF,1970,18839.332
South Africa,ZAF,1971,19698.943
South Africa,ZAF,1972,19687.447
South Africa,ZAF,1973,20575.9
South Africa,ZAF,1974,20566.531
South Africa,ZAF,1975,21339.766
South Africa,ZAF,1976,21603.023
South Africa,ZAF,1977,21544.672
South Africa,ZAF,1978,20769.371
South Africa,ZAF,1979,20967.867
South Africa,ZAF,1980,21821.23
South Africa,ZAF,1981,24709.723
South Africa,ZAF,1982,25971.902
South Africa,ZAF,1983,25661.047
South Africa,ZAF,1984,26938.564
South Africa,ZAF,1985,26594.094
South Africa,ZAF,1986,25859.492
South Africa,ZAF,1987,25586.592
South Africa,ZAF,1988,26827.29
South Africa,ZAF,1989,24724.65
South Africa,ZAF,1990,25144.668
South Africa,ZAF,1991,24209.82
South Africa,ZAF,1992,23909.041
South Africa,ZAF,1993,23615.041
South Africa,ZAF,1994,24004.305
South Africa,ZAF,1995,24641.549
South Africa,ZAF,1996,24680.236
South Africa,ZAF,1997,24798.572
South Africa,ZAF,1998,24011.482
South Africa,ZAF,1999,24685.686
South Africa,ZAF,2000,24430.244
South Africa,ZAF,2001,24452.41
South Africa,ZAF,2002,23487.709
South Africa,ZAF,2003,25328.736
South Africa,ZAF,2004,27414.535
South Africa,ZAF,2005,25767.262
South Africa,ZAF,2006,26044.467
South Africa,ZAF,2007,26424.736
South Africa,ZAF,2008,28061.379
South Africa,ZAF,2009,27612.783
South Africa,ZAF,2010,27459.795
South Africa,ZAF,2011,26700.18
South Africa,ZAF,2012,26033.484
South Africa,ZAF,2013,25731.957
South Africa,ZAF,2014,25532.44
South Africa,ZAF,2015,24442.797
South Africa,ZAF,2016,25140.072
South Africa,ZAF,2017,24791.625
South Africa,ZAF,2018,23643.217
South Africa,ZAF,2019,24364.344
South Africa,ZAF,2020,22046.176
South Africa,ZAF,2021,22034.127
South America,,1965,5534.157
South America,,1966,5705.0913
South America,,1967,5752.9766
South America,,1968,6010.756
South America,,1969,6122.445
South America,,1970,6164.661
South America,,1971,6313.8735
South America,,1972,6542.2197
South America,,1973,7073.418
South America,,1974,7271.1016
South America,,1975,7172.925
South America,,1976,7475.7246
South America,,1977,7696.886
South America,,1978,7857.613
South America,,1979,8152.437
South America,,1980,8096.349
South America,,1981,7852.4824
South America,,1982,7753.7607
South America,,1983,7494.4854
South America,,1984,7460.2324
South America,,1985,7447.6577
South America,,1986,7778.801
South America,,1987,7820.4287
South America,,1988,7954.2046
South America,,1989,7861.354
South America,,1990,7598.3027
South America,,1991,7599.5645
South America,,1992,8003.7246
South America,,1993,8069.836
South America,,1994,8451.148
South America,,1995,8711.797
South America,,1996,8913.467
South America,,1997,9251.86
South America,,1998,9498.828
South America,,1999,9434.409
South America,,2000,9283.596
South America,,2001,9218.629
South America,,2002,9069.436
South America,,2003,8937.648
South America,,2004,9407.177
South America,,2005,9526.1875
South America,,2006,9799.442
South America,,2007,10240.472
South America,,2008,10432.402
South America,,2009,10029.628
South America,,2010,10739.689
South America,,2011,11080.035
South America,,2012,11557.303
South America,,2013,11973.914
South America,,2014,12022.842
South America,,2015,11700.313
South America,,2016,11162.823
South America,,2017,11011.093
South America,,2018,10500.792
South America,,2019,10132.959
South America,,2020,9025.8545
South America,,2021,9911.037
South Korea,KOR,1965,2492.0432
South Korea,KOR,1966,2944.369
South Korea,KOR,1967,3322.3315
South Korea,KOR,1968,3739.1138
South Korea,KOR,1969,4390.4287
South Korea,KOR,1970,5026.0884
South Korea,KOR,1971,5325.794
South Korea,KOR,1972,5409.7847
South Korea,KOR,1973,6593.798
South Korea,KOR,1974,6680.0254
South Korea,KOR,1975,7253.4375
South Korea,KOR,1976,8005.2363
South Korea,KOR,1977,9138.883
South Korea,KOR,1978,9932.099
South Korea,KOR,1979,11272.966
South Korea,KOR,1980,11487.587
South Korea,KOR,1981,11861.972
South Korea,KOR,1982,11667.991
South Korea,KOR,1983,12104.301
South Korea,KOR,1984,12919.016
South Korea,KOR,1985,13756.956
South Korea,KOR,1986,14612.757
South Korea,KOR,1987,15403.921
South Korea,KOR,1988,17377.71
South Korea,KOR,1989,18340.68
South Korea,KOR,1990,20446.873
South Korea,KOR,1991,23276.723
South Korea,KOR,1992,26622.979
South Korea,KOR,1993,29234.79
South Korea,KOR,1994,31763.111
South Korea,KOR,1995,34317.3
South Korea,KOR,1996,37717.973
South Korea,KOR,1997,41421.023
South Korea,KOR,1998,36353.8
South Korea,KOR,1999,39090.664
South Korea,KOR,2000,41132.965
South Korea,KOR,2001,42002.22
South Korea,KOR,2002,43583.99
South Korea,KOR,2003,44332.688
South Korea,KOR,2004,45389.395
South Korea,KOR,2005,46194.508
South Korea,KOR,2006,46876.945
South Korea,KOR,2007,48709.79
South Korea,KOR,2008,49058.227
South Korea,KOR,2009,49385.723
South Korea,KOR,2010,53701.28
South Korea,KOR,2011,55819.637
South Korea,KOR,2012,56333.61
South Korea,KOR,2013,56551.547
South Korea,KOR,2014,55607.12
South Korea,KOR,2015,55760.832
South Korea,KOR,2016,57372.63
South Korea,KOR,2017,58324.03
South Korea,KOR,2018,59707.29
South Korea,KOR,2019,57962.88
South Korea,KOR,2020,54416.52
South Korea,KOR,2021,57231.395
Spain,ESP,1965,8694.327
Spain,ESP,1966,9278.496
Spain,ESP,1967,10499.889
Spain,ESP,1968,10877.414
Spain,ESP,1969,11868.494
Spain,ESP,1970,13135.114
Spain,ESP,1971,14085.702
Spain,ESP,1972,14805.233
Spain,ESP,1973,16762.924
Spain,ESP,1974,17161.668
Spain,ESP,1975,17840.617
Spain,ESP,1976,19463.383
Spain,ESP,1977,18612.014
Spain,ESP,1978,18388.348
Spain,ESP,1979,19515.031
Spain,ESP,1980,20905.082
Spain,ESP,1981,21209.242
Spain,ESP,1982,20786.004
Spain,ESP,1983,21036.48
Spain,ESP,1984,20068.504
Spain,ESP,1985,19449.035
Spain,ESP,1986,19573.174
Spain,ESP,1987,20067.078
Spain,ESP,1988,19860.305
Spain,ESP,1989,21880.924
Spain,ESP,1990,21543.645
Spain,ESP,1991,22215.705
Spain,ESP,1992,24048.006
Spain,ESP,1993,22529.621
Spain,ESP,1994,23516.85
Spain,ESP,1995,24856.314
Spain,ESP,1996,24613.867
Spain,ESP,1997,26625.037
Spain,ESP,1998,27847.9
Spain,ESP,1999,29486.217
Spain,ESP,2000,30535.486
Spain,ESP,2001,31044.197
Spain,ESP,2002,32173.016
Spain,ESP,2003,32396.264
Spain,ESP,2004,33615.195
Spain,ESP,2005,34336.613
Spain,ESP,2006,33584.785
Spain,ESP,2007,33813.094
Spain,ESP,2008,31721.74
Spain,ESP,2009,28308.73
Spain,ESP,2010,27043.629
Spain,ESP,2011,27075.5
Spain,ESP,2012,26552.605
Spain,ESP,2013,24056.312
Spain,ESP,2014,23546.793
Spain,ESP,2015,24792.17
Spain,ESP,2016,24605.465
Spain,ESP,2017,25921.191
Spain,ESP,2018,25582.371
Spain,ESP,2019,24770.283
Spain,ESP,2020,20571.959
Spain,ESP,2021,22413.182
Sri Lanka,LKA,1965,849.508
Sri Lanka,LKA,1966,849.6954
Sri Lanka,LKA,1967,849.9096
Sri Lanka,LKA,1968,850.97955
Sri Lanka,LKA,1969,850.1798
Sri Lanka,LKA,1970,1418.5851
Sri Lanka,LKA,1971,1397.912
Sri Lanka,LKA,1972,1441.1462
Sri Lanka,LKA,1973,1503.2219
Sri Lanka,LKA,1974,1178.4244
Sri Lanka,LKA,1975,1199.7462
Sri Lanka,LKA,1976,1147.9054
Sri Lanka,LKA,1977,1207.05
Sri Lanka,LKA,1978,1224.2784
Sri Lanka,LKA,1979,1259.3357
Sri Lanka,LKA,1980,1247.1377
Sri Lanka,LKA,1981,1284.0114
Sri Lanka,LKA,1982,1378.1842
Sri Lanka,LKA,1983,1409.7102
Sri Lanka,LKA,1984,1324.8267
Sri Lanka,LKA,1985,1156.5844
Sri Lanka,LKA,1986,1178.2014
Sri Lanka,LKA,1987,1291.8121
Sri Lanka,LKA,1988,1182.6674
Sri Lanka,LKA,1989,1089.5673
Sri Lanka,LKA,1990,1196.6829
Sri Lanka,LKA,1991,1183.3999
Sri Lanka,LKA,1992,1329.0328
Sri Lanka,LKA,1993,1328.2085
Sri Lanka,LKA,1994,1427.8485
Sri Lanka,LKA,1995,1506.806
Sri Lanka,LKA,1996,1814.1091
Sri Lanka,LKA,1997,1845.0809
Sri Lanka,LKA,1998,1916.8969
Sri Lanka,LKA,1999,2054.3806
Sri Lanka,LKA,2000,2346.5908
Sri Lanka,LKA,2001,2265.3188
Sri Lanka,LKA,2002,2386.7344
Sri Lanka,LKA,2003,2352.9834
Sri Lanka,LKA,2004,2305.3484
Sri Lanka,LKA,2005,2635.6255
Sri Lanka,LKA,2006,2671.983
Sri Lanka,LKA,2007,2800.279
Sri Lanka,LKA,2008,2558.418
Sri Lanka,LKA,2009,2611.5435
Sri Lanka,LKA,2010,2597.069
Sri Lanka,LKA,2011,2998.879
Sri Lanka,LKA,2012,3254.36
Sri Lanka,LKA,2013,2818.8032
Sri Lanka,LKA,2014,3381.1924
Sri Lanka,LKA,2015,3664.1492
Sri Lanka,LKA,2016,4253.45
Sri Lanka,LKA,2017,4152.188
Sri Lanka,LKA,2018,3984.8025
Sri Lanka,LKA,2019,4289.7007
Sri Lanka,LKA,2020,3995.559
Sweden,SWE,1965,32960.066
Sweden,SWE,1966,36368.027
Sweden,SWE,1967,35944.43
Sweden,SWE,1968,39578.4
Sweden,SWE,1969,41894.227
Sweden,SWE,1970,45252.34
Sweden,SWE,1971,42205.094
Sweden,SWE,1972,42675.137
Sweden,SWE,1973,43587.07
Sweden,SWE,1974,39453.473
Sweden,SWE,1975,39402.215
Sweden,SWE,1976,42936.562
Sweden,SWE,1977,41079.54
Sweden,SWE,1978,49111.547
Sweden,SWE,1979,53000.37
Sweden,SWE,1980,46860.727
Sweden,SWE,1981,41978.64
Sweden,SWE,1982,39334.418
Sweden,SWE,1983,35006.3
Sweden,SWE,1984,34099.07
Sweden,SWE,1985,36922.555
Sweden,SWE,1986,39456.945
Sweden,SWE,1987,34596.176
Sweden,SWE,1988,32564.922
Sweden,SWE,1989,31218.195
Sweden,SWE,1990,31375.1
Sweden,SWE,1991,27493.049
Sweden,SWE,1992,28385.383
Sweden,SWE,1993,27976.453
Sweden,SWE,1994,29273.787
Sweden,SWE,1995,27950.912
Sweden,SWE,1996,29941.955
Sweden,SWE,1997,27734.674
Sweden,SWE,1998,30666.04
Sweden,SWE,1999,29420.6
Sweden,SWE,2000,25930.09
Sweden,SWE,2001,26623.629
Sweden,SWE,2002,27161.41
Sweden,SWE,2003,28558.111
Sweden,SWE,2004,27523.486
Sweden,SWE,2005,27026.475
Sweden,SWE,2006,27466.377
Sweden,SWE,2007,26520.098
Sweden,SWE,2008,25030.902
Sweden,SWE,2009,23334.568
Sweden,SWE,2010,24460.006
Sweden,SWE,2011,22132.902
Sweden,SWE,2012,21076.643
Sweden,SWE,2013,20660.27
Sweden,SWE,2014,19745.828
Sweden,SWE,2015,19318.738
Sweden,SWE,2016,19651.93
Sweden,SWE,2017,19237.863
Sweden,SWE,2018,18388.89
Sweden,SWE,2019,19252.766
Sweden,SWE,2020,17223.49
Sweden,SWE,2021,17010.746
Switzerland,CHE,1965,18987.875
Switzerland,CHE,1966,19385.018
Switzerland,CHE,1967,20221.957
Switzerland,CHE,1968,21869.79
Switzerland,CHE,1969,23225.4
Switzerland,CHE,1970,25527.516
Switzerland,CHE,1971,26559.762
Switzerland,CHE,1972,26912.838
Switzerland,CHE,1973,28717.219
Switzerland,CHE,1974,25708.285
Switzerland,CHE,1975,24958.992
Switzerland,CHE,1976,26050.717
Switzerland,CHE,1977,26461.643
Switzerland,CHE,1978,27148.123
Switzerland,CHE,1979,26182.941
Switzerland,CHE,1980,26437.58
Switzerland,CHE,1981,24896.414
Switzerland,CHE,1982,23500.385
Switzerland,CHE,1983,25432.008
Switzerland,CHE,1984,25014.326
Switzerland,CHE,1985,25390.232
Switzerland,CHE,1986,27288.55
Switzerland,CHE,1987,25804.96
Switzerland,CHE,1988,25593.732
Switzerland,CHE,1989,24688.387
Switzerland,CHE,1990,26150.117
Switzerland,CHE,1991,26435.023
Switzerland,CHE,1992,26439.17
Switzerland,CHE,1993,24839.914
Switzerland,CHE,1994,25318.875
Switzerland,CHE,1995,23868.537
Switzerland,CHE,1996,24676.395
Switzerland,CHE,1997,25527.92
Switzerland,CHE,1998,25790.328
Switzerland,CHE,1999,25542.924
Switzerland,CHE,2000,24810.326
Switzerland,CHE,2001,26275.676
Switzerland,CHE,2002,24857.545
Switzerland,CHE,2003,24353.93
Switzerland,CHE,2004,24211.266
Switzerland,CHE,2005,24546.771
Switzerland,CHE,2006,24785.934
Switzerland,CHE,2007,22511.066
Switzerland,CHE,2008,23645.39
Switzerland,CHE,2009,23467.168
Switzerland,CHE,2010,22307.521
Switzerland,CHE,2011,21017.709
Switzerland,CHE,2012,21462.041
Switzerland,CHE,2013,22239.803
Switzerland,CHE,2014,19587.031
Switzerland,CHE,2015,19797.25
Switzerland,CHE,2016,18918.787
Switzerland,CHE,2017,19110.35
Switzerland,CHE,2018,18215.83
Switzerland,CHE,2019,18481.787
Switzerland,CHE,2020,15868.029
Switzerland,CHE,2021,16156.378
Taiwan,TWN,1965,4797.8184
Taiwan,TWN,1966,4994.671
Taiwan,TWN,1967,5351.333
Taiwan,TWN,1968,5821.685
Taiwan,TWN,1969,6150.124
Taiwan,TWN,1970,6632.3843
Taiwan,TWN,1971,8244.867
Taiwan,TWN,1972,8562.163
Taiwan,TWN,1973,9965.174
Taiwan,TWN,1974,9097
Taiwan,TWN,1975,9821.524
Taiwan,TWN,1976,12112.258
Taiwan,TWN,1977,13151.283
Taiwan,TWN,1978,14809.091
Taiwan,TWN,1979,15005.891
Taiwan,TWN,1980,15621.45
Taiwan,TWN,1981,13599.178
Taiwan,TWN,1982,14857.299
Taiwan,TWN,1983,15574.1045
Taiwan,TWN,1984,15424.0625
Taiwan,TWN,1985,15276.679
Taiwan,TWN,1986,17095.672
Taiwan,TWN,1987,17893.3
Taiwan,TWN,1988,20593.254
Taiwan,TWN,1989,22225.404
Taiwan,TWN,1990,22917.258
Taiwan,TWN,1991,24352.406
Taiwan,TWN,1992,25796.988
Taiwan,TWN,1993,27660.865
Taiwan,TWN,1994,29235.87
Taiwan,TWN,1995,31127.5
Taiwan,TWN,1996,32081.852
Taiwan,TWN,1997,34181.594
Taiwan,TWN,1998,36103.582
Taiwan,TWN,1999,37771.8
Taiwan,TWN,2000,40380.484
Taiwan,TWN,2001,41896.98
Taiwan,TWN,2002,43288.598
Taiwan,TWN,2003,45275.51
Taiwan,TWN,2004,47110.13
Taiwan,TWN,2005,47478.195
Taiwan,TWN,2006,48734.18
Taiwan,TWN,2007,50707.85
Taiwan,TWN,2008,48757.01
Taiwan,TWN,2009,47212.45
Taiwan,TWN,2010,50864.92
Taiwan,TWN,2011,50261.13
Taiwan,TWN,2012,49708.105
Taiwan,TWN,2013,50560.38
Taiwan,TWN,2014,51691.027
Taiwan,TWN,2015,52069.316
Taiwan,TWN,2016,52567.97
Taiwan,TWN,2017,53388.348
Taiwan,TWN,2018,53465.383
Taiwan,TWN,2019,51551.902
Taiwan,TWN,2020,49964.938
Taiwan,TWN,2021,53252.06
Thailand,THA,1965,912.07
Thailand,THA,1966,1049.0426
Thailand,THA,1967,1145.9802
Thailand,THA,1968,1458.769
Thailand,THA,1969,1534.4954
Thailand,THA,1970,1731.9479
Thailand,THA,1971,1859.952
Thailand,THA,1972,2255.0156
Thailand,THA,1973,2323.6826
Thailand,THA,1974,2318.159
Thailand,THA,1975,2446.1067
Thailand,THA,1976,2519.6846
Thailand,THA,1977,2760.4495
Thailand,THA,1978,2972.222
Thailand,THA,1979,3024.0913
Thailand,THA,1980,3095.8489
Thailand,THA,1981,2940.547
Thailand,THA,1982,2903.1123
Thailand,THA,1983,3152.3425
Thailand,THA,1984,3425.8633
Thailand,THA,1985,3545.3657
Thailand,THA,1986,3612.747
Thailand,THA,1987,4177.1895
Thailand,THA,1988,4664.3467
Thailand,THA,1989,5242.278
Thailand,THA,1990,6212.272
Thailand,THA,1991,6794.317
Thailand,THA,1992,7367.542
Thailand,THA,1993,8301.94
Thailand,THA,1994,9155.238
Thailand,THA,1995,10019.35
Thailand,THA,1996,11199.891
Thailand,THA,1997,11653.909
Thailand,THA,1998,10670.815
Thailand,THA,1999,11277.94
Thailand,THA,2000,11461.657
Thailand,THA,2001,11977.339
Thailand,THA,2002,12835.857
Thailand,THA,2003,13697.295
Thailand,THA,2004,14811.012
Thailand,THA,2005,15168.095
Thailand,THA,2006,15265.456
Thailand,THA,2007,15825.776
Thailand,THA,2008,15928.233
Thailand,THA,2009,16399.477
Thailand,THA,2010,17402.34
Thailand,THA,2011,17614.732
Thailand,THA,2012,18684.562
Thailand,THA,2013,18654.275
Thailand,THA,2014,19053.686
Thailand,THA,2015,19400.998
Thailand,THA,2016,19624.422
Thailand,THA,2017,19741.904
Thailand,THA,2018,20049.502
Thailand,THA,2019,19884.803
Thailand,THA,2020,18325.242
Thailand,THA,2021,18412.871
Trinidad and Tobago,TTO,1965,36216.195
Trinidad and Tobago,TTO,1966,37955.98
Trinidad and Tobago,TTO,1967,39906.152
Trinidad and Tobago,TTO,1968,40626.06
Trinidad and Tobago,TTO,1969,41426.875
Trinidad and Tobago,TTO,1970,45182.01
Trinidad and Tobago,TTO,1971,45042.35
Trinidad and Tobago,TTO,1972,61332.45
Trinidad and Tobago,TTO,1973,60049.047
Trinidad and Tobago,TTO,1974,57084.58
Trinidad and Tobago,TTO,1975,45389.24
Trinidad and Tobago,TTO,1976,50400.58
Trinidad and Tobago,TTO,1977,51749.11
Trinidad and Tobago,TTO,1978,51381.125
Trinidad and Tobago,TTO,1979,44745.46
Trinidad and Tobago,TTO,1980,42441.043
Trinidad and Tobago,TTO,1981,44254.82
Trinidad and Tobago,TTO,1982,51338.73
Trinidad and Tobago,TTO,1983,49489.734
Trinidad and Tobago,TTO,1984,48233.973
Trinidad and Tobago,TTO,1985,49215.2
Trinidad and Tobago,TTO,1986,50451.8
Trinidad and Tobago,TTO,1987,47029.92
Trinidad and Tobago,TTO,1988,51153.727
Trinidad and Tobago,TTO,1989,49862.938
Trinidad and Tobago,TTO,1990,54875.34
Trinidad and Tobago,TTO,1991,54307.57
Trinidad and Tobago,TTO,1992,57059.77
Trinidad and Tobago,TTO,1993,59759.973
Trinidad and Tobago,TTO,1994,62963.777
Trinidad and Tobago,TTO,1995,67949.625
Trinidad and Tobago,TTO,1996,76704.555
Trinidad and Tobago,TTO,1997,76406.71
Trinidad and Tobago,TTO,1998,77298.47
Trinidad and Tobago,TTO,1999,85626.12
Trinidad and Tobago,TTO,2000,89153.98
Trinidad and Tobago,TTO,2001,95718.88
Trinidad and Tobago,TTO,2002,103311.44
Trinidad and Tobago,TTO,2003,115214.34
Trinidad and Tobago,TTO,2004,125971.29
Trinidad and Tobago,TTO,2005,134296.75
Trinidad and Tobago,TTO,2006,155961.05
Trinidad and Tobago,TTO,2007,159920.34
Trinidad and Tobago,TTO,2008,156665.95
Trinidad and Tobago,TTO,2009,154438.44
Trinidad and Tobago,TTO,2010,165822.61
Trinidad and Tobago,TTO,2011,161731.73
Trinidad and Tobago,TTO,2012,158062.61
Trinidad and Tobago,TTO,2013,159838.86
Trinidad and Tobago,TTO,2014,157927.8
Trinidad and Tobago,TTO,2015,152233.97
Trinidad and Tobago,TTO,2016,134223.56
Trinidad and Tobago,TTO,2017,141532.39
Trinidad and Tobago,TTO,2018,131640.81
Trinidad and Tobago,TTO,2019,127015.195
Trinidad and Tobago,TTO,2020,110846.09
Trinidad and Tobago,TTO,2021,111886.445
Turkey,TUR,1965,2698.7117
Turkey,TUR,1966,3034.0251
Turkey,TUR,1967,3056.5884
Turkey,TUR,1968,3437.23
Turkey,TUR,1969,3665.4614
Turkey,TUR,1970,3859.9092
Turkey,TUR,1971,4239.502
Turkey,TUR,1972,4608.8066
Turkey,TUR,1973,5187.611
Turkey,TUR,1974,5122.878
Turkey,TUR,1975,5432.502
Turkey,TUR,1976,5874.3438
Turkey,TUR,1977,6331.6514
Turkey,TUR,1978,6537.456
Turkey,TUR,1979,5936.3247
Turkey,TUR,1980,5999.3804
Turkey,TUR,1981,5858.64
Turkey,TUR,1982,6241.3604
Turkey,TUR,1983,6510.6406
Turkey,TUR,1984,6609.0444
Turkey,TUR,1985,7126.671
Turkey,TUR,1986,7675.0728
Turkey,TUR,1987,8280.493
Turkey,TUR,1988,8447.238
Turkey,TUR,1989,8711.86
Turkey,TUR,1990,9081.112
Turkey,TUR,1991,9151.886
Turkey,TUR,1992,9313.886
Turkey,TUR,1993,9684.485
Turkey,TUR,1994,9331.438
Turkey,TUR,1995,10193.455
Turkey,TUR,1996,10857.246
Turkey,TUR,1997,11290.858
Turkey,TUR,1998,11335.869
Turkey,TUR,1999,11179.045
Turkey,TUR,2000,12049.379
Turkey,TUR,2001,10973.554
Turkey,TUR,2002,11524.214
Turkey,TUR,2003,12070.943
Turkey,TUR,2004,12411.514
Turkey,TUR,2005,12851.182
Turkey,TUR,2006,14064.566
Turkey,TUR,2007,15199.757
Turkey,TUR,2008,15162.58
Turkey,TUR,2009,15058.668
Turkey,TUR,2010,15097.167
Turkey,TUR,2011,15981.785
Turkey,TUR,2012,16599.291
Turkey,TUR,2013,16008.274
Turkey,TUR,2014,16869.428
Turkey,TUR,2015,17288.168
Turkey,TUR,2016,17792.072
Turkey,TUR,2017,18890.816
Turkey,TUR,2018,18156.18
Turkey,TUR,2019,17721.307
Turkey,TUR,2020,17180.326
Turkey,TUR,2021,18660.674
Turkmenistan,TKM,1985,44071.492
Turkmenistan,TKM,1986,53374.5
Turkmenistan,TKM,1987,51646.754
Turkmenistan,TKM,1988,50600.93
Turkmenistan,TKM,1989,50611.977
Turkmenistan,TKM,1990,40825.566
Turkmenistan,TKM,1991,40813.918
Turkmenistan,TKM,1992,37938.016
Turkmenistan,TKM,1993,30329.213
Turkmenistan,TKM,1994,31560.72
Turkmenistan,TKM,1995,25402.824
Turkmenistan,TKM,1996,36361.68
USSR,OWID_USS,1965,28963.088
USSR,OWID_USS,1966,30381.846
USSR,OWID_USS,1967,31676.912
USSR,OWID_USS,1968,32363.928
USSR,OWID_USS,1969,33381.414
USSR,OWID_USS,1970,34765.7
USSR,OWID_USS,1971,36205.543
USSR,OWID_USS,1972,37787.31
USSR,OWID_USS,1973,39389.547
USSR,OWID_USS,1974,41090.848
USSR,OWID_USS,1975,42798.582
USSR,OWID_USS,1976,43906.105
USSR,OWID_USS,1977,45269.938
USSR,OWID_USS,1978,46624.58
USSR,OWID_USS,1979,47454.695
USSR,OWID_USS,1980,47897.684
USSR,OWID_USS,1981,48415.74
USSR,OWID_USS,1982,49272.875
USSR,OWID_USS,1983,49735.355
USSR,OWID_USS,1984,50670.63
Ukraine,UKR,1985,51018.395
Ukraine,UKR,1986,51691.855
Ukraine,UKR,1987,52326.684
Ukraine,UKR,1988,50917.7
Ukraine,UKR,1989,48808.344
Ukraine,UKR,1990,57132.367
Ukraine,UKR,1991,53156.7
Ukraine,UKR,1992,44375.195
Ukraine,UKR,1993,38087.934
Ukraine,UKR,1994,32331.451
Ukraine,UKR,1995,31730.785
Ukraine,UKR,1996,29096.404
Ukraine,UKR,1997,28071.97
Ukraine,UKR,1998,27029.648
Ukraine,UKR,1999,27042.38
Ukraine,UKR,2000,27263.754
Ukraine,UKR,2001,27115.38
Ukraine,UKR,2002,27234.803
Ukraine,UKR,2003,28116.367
Ukraine,UKR,2004,27744.799
Ukraine,UKR,2005,28267.592
Ukraine,UKR,2006,28788.115
Ukraine,UKR,2007,28870.38
Ukraine,UKR,2008,27928.658
Ukraine,UKR,2009,23426.582
Ukraine,UKR,2010,25222.082
Ukraine,UKR,2011,26471.783
Ukraine,UKR,2012,25876.643
Ukraine,UKR,2013,24504.332
Ukraine,UKR,2014,21053.104
Ukraine,UKR,2015,16836.994
Ukraine,UKR,2016,18217.676
Ukraine,UKR,2017,16285.107
Ukraine,UKR,2018,17159.262
Ukraine,UKR,2019,16177.152
